,team,year,win,loss,off_yards_play,points_per_game,yards_play_allowed,avg_points_per_game_allowed,x3rd_percent,opponent_3rd_percent,x4th_percent,opponent_4th_percent,avg_turnover_margin_per_game,avg_yard_per_kickoff_return,avg_yards_per_punt_return,avg_yards_allowed_per_punt_return
79,Oklahoma St.,2019,8,5,6.39,32.5,5.79,26.8,0.389,0.393,0.524,0.381,-0.08,0.0,1.64,1.64
80,Old Dominion,2019,1,11,4.06,16.3,5.66,29.8,0.311,0.394,0.606,0.455,-0.08,0.0,6.37,6.37
81,Ole Miss,2019,4,8,6.0,26.6,5.82,26.5,0.368,0.399,0.531,0.6,0.08,0.0,11.67,11.67
82,Oregon,2019,12,2,6.34,35.4,4.73,16.5,0.418,0.332,0.52,0.424,1.14,1.0,7.42,7.42
83,Oregon St.,2019,5,7,5.95,31.2,6.05,32.5,0.423,0.444,0.542,0.778,0.83,1.0,10.22,10.22
84,Penn St.,2019,11,2,6.05,35.8,4.82,16.0,0.424,0.36,0.611,0.577,0.62,0.0,1.7,1.7
85,Pittsburgh,2019,8,5,5.18,21.2,4.5,22.5,0.398,0.333,0.471,0.556,-0.62,0.0,10.33,10.33
86,Purdue,2019,4,8,5.47,25.8,6.02,30.6,0.408,0.406,0.5,0.611,-0.67,0.0,5.88,5.88
87,Rice,2019,3,9,4.69,17.9,5.97,25.9,0.382,0.455,0.444,0.6,-0.42,1.0,3.72,3.72
88,Rutgers,2019,2,10,4.46,13.3,6.22,36.7,0.345,0.442,0.429,0.524,-1.08,1.0,6.7,6.7
89,San Diego St.,2019,10,3,4.78,21.2,4.65,12.7,0.382,0.341,0.565,0.429,1.46,0.0,7.63,7.63
90,San Jose St.,2019,5,7,6.37,30.1,5.8,31.9,0.409,0.472,0.438,0.615,0.83,1.0,12.18,12.18
91,SMU,2019,10,3,6.14,41.8,5.76,33.4,0.439,0.376,0.733,0.469,0.31,1.0,4.79,4.79
92,South Alabama,2019,2,10,5.01,18.4,5.77,30.7,0.305,0.413,0.462,0.588,-0.5,0.0,12.71,12.71
93,South Carolina,2019,4,8,5.18,22.4,5.53,26.1,0.321,0.383,0.481,0.357,0.25,0.0,13.83,13.83
94,South Fla.,2019,4,8,5.14,20.8,5.39,28.9,0.39,0.463,0.438,0.556,0.42,1.0,9.28,9.28
95,Southern California,2019,8,5,6.52,32.5,5.73,29.4,0.456,0.407,0.6,0.526,-0.77,2.0,5.7,5.7
96,Southern Miss.,2019,7,6,6.07,26.6,5.71,26.2,0.386,0.311,0.471,0.688,-0.85,1.0,6.92,6.92
97,Stanford,2019,4,8,5.59,21.7,6.3,29.8,0.392,0.452,0.308,0.625,-0.08,0.0,8.0,8.0
98,Syracuse,2019,5,7,5.21,28.3,6.07,30.7,0.38,0.427,0.393,0.368,0.75,0.0,1.7,1.7
99,TCU,2019,5,7,5.41,30.3,5.26,26.4,0.47,0.349,0.417,0.4,0.0,0.0,6.36,6.36
100,Temple,2019,8,5,5.36,26.3,4.93,25.9,0.378,0.379,0.417,0.5,0.0,0.0,7.5,7.5
101,Tennessee,2019,8,5,5.79,24.2,5.01,21.7,0.432,0.393,0.167,0.464,-0.08,0.0,6.21,6.21
102,Texas,2019,8,5,6.37,35.2,6.11,27.5,0.489,0.391,0.368,0.4,0.38,1.0,3.33,3.33
103,Texas A&M,2019,8,5,5.82,29.5,5.25,22.5,0.4,0.316,0.636,0.643,-0.46,0.0,15.61,15.61
104,Texas St.,2019,3,9,4.97,18.4,5.72,32.6,0.341,0.462,0.308,0.6,-0.75,0.0,6.79,6.79
105,Texas Tech,2019,4,8,6.09,30.5,6.59,30.3,0.382,0.417,0.48,0.533,0.33,1.0,5.22,5.22
106,Toledo,2019,6,6,6.09,27.3,6.62,32.2,0.38,0.42,0.581,0.435,-0.67,0.0,8.18,8.18
107,Troy,2019,5,7,6.13,33.8,6.2,34.8,0.469,0.463,0.591,0.529,-0.17,1.0,5.88,5.88
108,Tulane,2019,7,6,6.16,33.1,5.49,26.3,0.389,0.39,0.588,0.538,-0.15,0.0,12.18,12.18
109,Tulsa,2019,4,8,5.32,26.4,5.67,31.3,0.429,0.341,0.565,0.677,-0.08,1.0,9.04,9.04
110,UAB,2019,9,5,5.5,23.1,4.71,21.6,0.313,0.283,0.4,0.414,-0.57,0.0,5.74,5.74
111,UCF,2019,10,3,6.92,43.4,4.57,23.0,0.405,0.293,0.576,0.64,0.46,1.0,13.7,13.7
112,UCLA,2019,4,8,5.31,26.7,6.71,34.8,0.421,0.442,0.448,0.412,-0.67,0.0,10.62,10.62
113,UConn,2019,2,10,5.11,18.9,7.0,40.5,0.294,0.5,0.4,0.4,-0.67,0.0,5.14,5.14
114,UNLV,2019,4,8,5.41,24.2,6.26,33.0,0.286,0.39,0.515,0.429,-0.33,1.0,11.21,11.21
115,Utah,2019,11,3,6.59,32.3,4.64,15.0,0.463,0.301,0.44,0.545,0.64,0.0,12.27,12.27
116,Utah St.,2019,7,6,5.81,29.2,5.64,30.7,0.426,0.463,0.333,0.333,-0.15,0.0,10.89,10.89
117,UTEP,2019,1,11,5.14,19.6,6.76,35.9,0.352,0.523,0.72,0.9,-0.33,0.0,4.31,4.31
118,UTSA,2019,4,8,5.05,20.3,6.52,33.9,0.363,0.379,0.548,0.526,-0.5,0.0,11.0,11.0
119,Vanderbilt,2019,3,9,4.83,16.5,6.57,31.8,0.295,0.391,0.381,0.429,-0.17,0.0,6.38,6.38
120,Virginia,2019,9,5,5.66,32.1,5.75,27.1,0.453,0.36,0.563,0.52,-0.21,0.0,12.9,12.9
121,Virginia Tech,2019,8,5,5.67,30.8,5.26,24.7,0.385,0.371,0.692,0.567,-0.31,0.0,8.61,8.61
122,Wake Forest,2019,8,5,5.72,31.8,5.78,29.1,0.472,0.318,0.412,0.625,0.62,3.0,15.65,15.65
123,Washington,2019,8,5,5.83,32.0,5.11,19.4,0.357,0.372,0.719,0.609,0.62,0.0,4.89,4.89
124,Washington St.,2019,6,7,7.14,37.8,6.64,31.4,0.426,0.42,0.591,0.565,-0.46,1.0,14.5,14.5
125,West Virginia,2019,5,7,4.9,20.6,5.48,28.8,0.346,0.399,0.526,0.6,-0.5,0.0,6.25,6.25
126,Western Ky.,2019,9,4,5.6,25.4,5.22,20.1,0.41,0.297,0.6,0.5,-0.46,0.0,6.84,6.84
127,Western Mich.,2019,7,6,6.33,33.1,5.85,25.9,0.453,0.415,0.571,0.381,0.62,1.0,8.56,8.56
128,Wisconsin,2019,10,4,6.3,34.1,4.79,16.9,0.481,0.273,0.783,0.444,0.0,0.0,6.93,6.93
129,Wyoming,2019,8,5,5.49,25.4,5.03,17.8,0.433,0.375,0.5,0.48,0.38,0.0,6.95,6.95
0,Air Force,2020,3,3,6.26,24.3,5.06,15.0,0.485,0.466,0.727,0.3,0.0,1.0,3.75,3.75
1,Akron,2020,1,5,4.69,17.2,7.56,41.3,0.333,0.534,0.444,0.571,-0.5,0.0,7.2,7.2
2,Alabama,2020,11,0,7.83,49.7,5.04,19.5,0.592,0.406,0.429,0.579,0.91,0.0,4.75,4.75
3,App State,2020,9,3,6.42,33.8,4.94,20.0,0.512,0.378,0.55,0.481,0.08,1.0,2.17,2.17
4,Arizona,2020,0,5,4.95,17.4,6.74,39.8,0.329,0.429,0.25,0.625,-1.8,1.0,10.17,10.17
5,Arizona St.,2020,2,2,7.28,40.2,5.41,23.2,0.467,0.449,0.333,0.5,2.0,0.0,7.0,7.0
6,Arkansas,2020,3,7,5.77,25.7,5.65,34.9,0.338,0.468,0.636,0.583,0.5,0.0,11.43,11.43
7,Arkansas St.,2020,4,7,6.35,32.9,6.3,37.2,0.399,0.417,0.5,0.48,-0.36,0.0,6.3,6.3
8,Army West Point,2020,9,2,4.92,27.3,5.04,14.0,0.458,0.354,0.71,0.438,0.45,0.0,5.43,5.43
9,Auburn,2020,6,4,5.62,25.7,5.66,23.7,0.476,0.514,0.25,0.4,0.5,0.0,3.43,3.43
10,Ball St.,2020,6,1,5.81,34.3,6.05,27.6,0.476,0.391,0.545,0.353,1.0,0.0,2.56,2.56
11,Baylor,2020,2,7,4.44,23.3,5.52,29.2,0.331,0.392,0.6,0.692,0.89,0.0,8.38,8.38
12,Boise St.,2020,5,2,5.42,33.9,5.26,27.1,0.433,0.271,0.571,0.684,-0.57,0.0,7.85,7.85
13,Boston College,2020,6,5,5.65,27.8,6.11,28.4,0.442,0.404,0.643,0.812,0.64,0.0,5.77,5.77
14,Bowling Green,2020,0,5,5.2,11.4,6.68,45.0,0.262,0.514,0.214,0.556,-2.0,1.0,5.33,5.33
15,Buffalo,2020,6,1,7.33,43.4,5.2,21.9,0.481,0.313,0.538,0.562,0.57,0.0,0.0,0.0
16,BYU,2020,11,1,7.84,43.5,4.8,15.3,0.492,0.392,0.545,0.4,0.75,0.0,8.89,8.89
17,California,2020,1,3,4.47,20.2,5.69,26.5,0.373,0.407,0.5,0.5,0.0,0.0,14.0,14.0
18,Central Mich.,2020,3,3,5.82,31.3,5.85,30.2,0.282,0.449,0.579,0.375,1.0,1.0,4.6,4.6
19,Charlotte,2020,2,4,5.45,27.0,6.55,32.5,0.406,0.464,0.583,0.2,0.33,0.0,8.25,8.25
20,Cincinnati,2020,9,0,6.87,39.3,4.37,16.0,0.483,0.357,0.692,0.391,0.44,0.0,7.55,7.55
21,Clemson,2020,10,1,6.72,44.9,4.63,17.5,0.467,0.304,0.769,0.368,0.82,0.0,8.67,8.67
22,Coastal Carolina,2020,11,0,6.64,37.5,5.36,18.7,0.543,0.374,0.8,0.4,1.0,0.0,7.57,7.57
23,Colorado,2020,4,1,5.61,29.6,5.41,27.0,0.468,0.338,0.2,0.125,0.0,0.0,13.0,13.0
24,Colorado St.,2020,1,3,4.76,22.2,4.82,35.8,0.22,0.403,0.375,0.667,0.25,1.0,15.29,15.29
25,Duke,2020,2,9,5.03,24.8,6.25,38.1,0.387,0.413,0.478,0.667,-1.73,0.0,0.75,0.75
26,East Carolina,2020,3,6,5.53,30.2,6.21,35.4,0.333,0.372,0.556,0.471,-0.33,0.0,7.0,7.0
27,Eastern Mich.,2020,2,4,5.75,33.2,6.39,36.0,0.42,0.373,0.786,0.867,0.0,0.0,0.75,0.75
28,FIU,2020,0,5,4.59,22.4,5.76,32.4,0.359,0.405,0.417,0.5,-0.2,0.0,-0.43,-0.43
29,Fla. Atlantic,2020,5,4,4.91,18.9,5.12,17.4,0.388,0.4,0.478,0.353,0.0,1.0,9.83,9.83
30,Florida,2020,8,3,7.4,41.6,5.69,28.6,0.52,0.409,0.6,0.652,-0.18,0.0,10.33,10.33
31,Florida St.,2020,3,6,5.54,25.8,6.47,36.0,0.356,0.465,0.536,0.462,-0.33,0.0,4.79,4.79
32,Fresno St.,2020,3,3,6.2,32.8,6.14,30.0,0.432,0.485,0.615,0.556,0.0,1.0,9.71,9.71
33,Ga. Southern,2020,8,5,5.93,27.2,5.11,20.8,0.405,0.343,0.471,0.621,0.69,2.0,14.17,14.17
34,Georgia,2020,7,2,6.12,33.2,4.87,19.9,0.492,0.373,0.364,0.571,-0.11,0.0,6.33,6.33
35,Georgia St.,2020,5,4,5.66,32.7,5.68,32.9,0.431,0.367,0.615,0.522,-0.11,0.0,5.47,5.47
36,Georgia Tech,2020,3,7,5.64,23.9,5.86,36.8,0.411,0.467,0.36,0.478,-0.7,0.0,10.38,10.38
37,Hawaii,2020,5,4,5.4,26.2,5.7,27.6,0.391,0.417,0.769,0.615,0.56,1.0,12.3,12.3
38,Houston,2020,3,5,5.54,30.0,5.78,32.0,0.4,0.379,0.737,0.538,-1.25,1.0,-1.25,-1.25
39,Illinois,2020,2,6,5.36,20.1,6.56,34.9,0.381,0.43,0.467,0.684,0.75,1.0,9.29,9.29
40,Indiana,2020,6,1,5.17,30.1,5.41,19.4,0.378,0.367,0.455,0.182,1.43,0.0,7.0,7.0
41,Iowa,2020,6,2,5.42,31.8,4.34,16.0,0.336,0.403,0.667,0.5,1.12,0.0,5.17,5.17
42,Iowa St.,2020,8,3,6.53,32.8,5.28,21.8,0.437,0.345,0.692,0.474,0.0,2.0,12.29,12.29
43,Kansas,2020,0,9,3.66,15.8,6.63,46.0,0.232,0.418,0.417,0.8,-0.44,2.0,16.52,16.52
44,Kansas St.,2020,4,6,5.61,26.6,6.11,32.2,0.331,0.401,0.6,0.529,-0.3,0.0,2.0,2.0
45,Kent St.,2020,3,1,7.44,49.8,6.5,38.0,0.561,0.438,0.875,0.429,0.25,0.0,-1.0,-1.0
46,Kentucky,2020,4,6,5.1,21.7,5.54,26.4,0.38,0.426,0.467,0.682,0.7,0.0,14.42,14.42
47,Liberty,2020,9,1,6.72,38.3,5.0,19.2,0.482,0.323,0.75,0.421,0.3,1.0,6.5,6.5
48,Louisiana,2020,9,1,6.31,33.9,4.76,21.8,0.421,0.438,0.409,0.56,0.9,0.0,6.31,6.31
49,Louisiana Tech,2020,5,5,4.49,26.7,6.11,34.7,0.385,0.475,0.889,0.55,-0.2,1.0,2.56,2.56
50,Louisville,2020,4,7,6.65,29.5,5.77,26.6,0.448,0.396,0.542,0.4,-1.09,0.0,11.17,11.17
51,LSU,2020,5,5,5.52,32.0,7.26,34.9,0.346,0.373,0.706,0.5,0.9,1.0,7.7,7.7
52,Marshall,2020,7,3,5.86,28.5,4.4,13.0,0.453,0.345,0.381,0.5,0.3,0.0,5.6,5.6
53,Maryland,2020,2,3,6.6,23.6,5.36,32.0,0.379,0.417,1.0,0.667,-1.4,0.0,5.17,5.17
54,Massachusetts,2020,0,4,3.46,3.0,6.91,40.2,0.255,0.519,0.444,0.571,-1.0,0.0,30.0,30.0
55,Memphis,2020,8,3,6.09,31.0,5.68,27.9,0.448,0.36,0.583,0.667,0.09,0.0,5.89,5.89
56,Miami,2020,8,2,5.97,34.0,5.66,26.0,0.418,0.381,0.714,0.529,0.6,1.0,7.38,7.38
57,Miami,2020,2,1,5.92,28.7,6.06,26.7,0.415,0.462,0.667,0.667,0.0,0.0,0.0,0.0
58,Michigan,2020,2,4,5.95,28.3,5.59,34.5,0.365,0.462,0.444,0.625,-0.33,0.0,2.4,2.4
59,Michigan St.,2020,2,5,4.81,18.0,5.27,35.1,0.327,0.383,0.417,0.545,-1.29,0.0,17.13,17.13
60,Middle Tenn.,2020,3,6,5.18,22.9,6.05,35.4,0.426,0.536,0.5,0.6,-0.22,0.0,5.14,5.14
61,Minnesota,2020,3,4,5.71,27.3,6.9,30.1,0.477,0.408,0.538,0.6,0.0,0.0,3.5,3.5
62,Mississippi St.,2020,3,7,4.95,20.7,5.48,28.3,0.324,0.392,0.611,0.421,-0.9,0.0,7.0,7.0
63,Missouri,2020,5,5,5.63,26.7,6.1,32.3,0.433,0.376,0.556,0.722,-0.5,0.0,2.33,2.33
64,Navy,2020,3,7,4.53,16.6,5.99,30.3,0.338,0.381,0.667,0.667,-0.2,0.0,7.78,7.78
65,NC State,2020,8,3,5.61,31.1,5.47,29.7,0.443,0.376,0.6,0.536,-0.27,1.0,10.95,10.95
66,Nebraska,2020,3,5,5.56,23.1,5.46,29.4,0.365,0.405,0.615,0.65,-1.38,1.0,12.17,12.17
67,Nevada,2020,7,2,6.46,30.8,5.4,23.3,0.415,0.356,0.667,0.48,0.0,1.0,8.89,8.89
68,New Mexico,2020,2,5,5.47,23.9,6.8,32.6,0.43,0.427,0.25,0.545,0.57,0.0,8.0,8.0
69,North Carolina,2020,8,3,7.81,43.0,5.67,28.4,0.476,0.379,0.625,0.5,-0.09,0.0,7.9,7.9
70,North Texas,2020,4,6,6.59,34.4,6.94,42.8,0.467,0.472,0.458,0.429,-0.6,0.0,4.91,4.91
71,Northern Ill.,2020,0,6,4.99,24.8,6.63,38.7,0.286,0.311,0.632,0.636,-0.5,1.0,5.22,5.22
72,Northwestern,2020,6,2,4.71,23.4,4.81,15.5,0.391,0.314,0.714,0.6,0.38,0.0,2.5,2.5
73,Notre Dame,2020,10,1,6.35,35.2,5.37,18.6,0.493,0.294,0.615,0.444,0.64,0.0,2.18,2.18
74,Ohio,2020,2,1,6.36,34.3,5.48,16.7,0.375,0.341,0.0,0.364,1.33,0.0,0.0,0.0
75,Ohio St.,2020,6,0,7.28,42.5,5.42,21.0,0.512,0.341,0.714,0.545,1.33,0.0,26.67,26.67
76,Oklahoma,2020,8,2,6.65,41.8,5.06,21.9,0.405,0.277,0.8,0.667,0.4,0.0,6.7,6.7
77,Oklahoma St.,2020,7,3,5.58,29.5,5.18,22.4,0.424,0.263,0.444,0.632,-0.2,1.0,-1.82,-1.82
78,Ole Miss,2020,4,5,7.06,40.7,6.96,40.3,0.504,0.475,0.645,0.714,-0.78,0.0,10.8,10.8
79,Oregon,2020,4,2,6.75,33.7,5.51,27.3,0.471,0.381,0.6,0.65,-0.83,0.0,7.44,7.44
80,Oregon St.,2020,2,5,5.83,28.9,6.49,33.3,0.404,0.467,0.632,0.556,-0.29,0.0,20.71,20.71
81,Penn St.,2020,4,5,5.46,29.8,5.06,27.7,0.421,0.37,0.5,0.357,-0.78,0.0,7.1,7.1
82,Pittsburgh,2020,6,5,5.13,29.0,4.88,24.5,0.364,0.353,0.5,0.55,0.36,0.0,9.22,9.22
83,Purdue,2020,2,4,5.7,27.2,5.38,29.8,0.375,0.437,0.545,0.462,0.17,1.0,16.71,16.71
84,Rice,2020,2,3,4.75,23.4,5.69,18.8,0.382,0.409,0.545,0.0,0.2,0.0,5.29,5.29
85,Rutgers,2020,3,6,4.64,26.7,5.88,32.1,0.34,0.388,0.478,0.625,0.67,1.0,3.67,3.67
86,San Diego St.,2020,4,4,5.01,24.6,4.36,17.8,0.367,0.298,0.471,0.8,0.25,0.0,10.0,10.0
87,San Jose St.,2020,7,0,6.8,30.9,4.84,17.9,0.416,0.39,0.4,0.5,0.57,0.0,23.0,23.0
88,SMU,2020,7,3,6.57,38.6,5.64,30.9,0.469,0.434,0.389,0.591,0.5,0.0,7.5,7.5
89,South Alabama,2020,4,7,5.12,19.9,6.44,27.3,0.395,0.413,0.471,0.385,-0.09,0.0,12.62,12.62
90,South Carolina,2020,2,8,5.35,23.5,6.56,36.0,0.365,0.484,0.739,0.533,-0.4,1.0,12.75,12.75
91,South Fla.,2020,1,8,5.06,23.1,6.06,39.9,0.306,0.5,0.292,0.733,-0.44,1.0,15.16,15.16
92,Southern California,2020,5,1,5.57,33.3,5.49,26.0,0.438,0.392,0.667,0.417,0.83,0.0,12.2,12.2
93,Southern Miss.,2020,3,7,5.79,25.3,5.76,32.3,0.422,0.479,0.353,0.667,-0.3,0.0,4.0,4.0
94,Stanford,2020,4,2,6.0,29.3,6.58,31.7,0.482,0.513,0.857,1.0,0.33,0.0,5.43,5.43
95,Syracuse,2020,1,10,4.45,17.8,5.82,32.7,0.261,0.474,0.333,0.647,0.27,0.0,6.54,6.54
96,TCU,2020,6,4,6.0,30.8,5.32,24.2,0.375,0.329,0.538,0.615,0.2,0.0,6.44,6.44
97,Temple,2020,1,6,4.65,19.9,6.41,37.1,0.379,0.44,0.571,0.909,-0.29,1.0,11.59,11.59
98,Tennessee,2020,3,7,5.25,21.5,5.83,30.1,0.302,0.476,0.667,0.444,-0.5,0.0,1.0,1.0
99,Texas,2020,6,3,6.36,41.3,5.27,29.1,0.39,0.366,0.6,0.231,0.78,0.0,9.42,9.42
100,Texas A&M,2020,8,1,6.38,31.7,5.4,21.1,0.567,0.352,0.286,0.636,0.56,0.0,-2.0,-2.0
101,Texas St.,2020,2,10,5.7,27.7,6.32,38.2,0.331,0.492,0.385,0.667,-0.25,0.0,8.13,8.13
102,Texas Tech,2020,4,6,5.84,29.1,5.73,36.7,0.369,0.414,0.583,0.571,-0.9,1.0,13.58,13.58
103,Toledo,2020,4,2,6.42,35.0,5.35,24.3,0.482,0.274,0.462,0.538,-0.5,0.0,3.83,3.83
104,Troy,2020,5,6,5.51,27.4,5.53,25.7,0.457,0.381,0.588,0.464,-0.36,0.0,2.91,2.91
105,Tulane,2020,6,6,5.7,34.7,5.63,28.1,0.34,0.4,0.545,0.485,0.42,1.0,6.68,6.68
106,Tulsa,2020,6,2,5.63,27.2,4.72,20.8,0.385,0.328,0.562,0.538,0.0,0.0,16.5,16.5
107,UAB,2020,6,3,5.92,28.4,4.69,21.4,0.423,0.298,0.667,0.583,-0.22,1.0,6.42,6.42
108,UCF,2020,6,4,6.61,42.2,6.19,33.2,0.487,0.432,0.545,0.55,1.2,0.0,10.91,10.91
109,UCLA,2020,3,4,6.14,35.4,5.44,30.7,0.443,0.458,0.412,0.333,-0.29,0.0,7.5,7.5
110,ULM,2020,0,10,4.84,16.3,6.85,42.0,0.256,0.57,0.515,0.684,-0.8,0.0,12.13,12.13
111,UNLV,2020,0,6,4.72,17.3,7.16,38.0,0.37,0.468,0.667,0.667,-0.67,0.0,4.93,4.93
112,Utah,2020,3,2,5.9,30.2,5.5,26.0,0.377,0.343,0.455,0.2,0.0,0.0,23.0,23.0
113,Utah St.,2020,1,5,4.57,15.5,6.56,35.2,0.38,0.463,0.5,0.786,-1.0,0.0,1.44,1.44
114,UTEP,2020,3,5,5.17,23.0,6.11,31.0,0.44,0.389,0.462,0.636,-0.88,0.0,8.33,8.33
115,UTSA,2020,7,4,5.68,28.6,5.59,25.2,0.438,0.392,0.529,0.5,0.73,0.0,16.62,16.62
116,Vanderbilt,2020,0,9,4.71,14.8,7.28,37.3,0.399,0.439,0.6,0.6,-0.89,0.0,12.56,12.56
117,Virginia,2020,5,5,5.68,30.7,6.39,29.6,0.371,0.417,0.64,0.333,-0.1,0.0,6.0,6.0
118,Virginia Tech,2020,5,6,6.67,31.1,6.19,32.1,0.381,0.405,0.538,0.731,0.27,0.0,4.0,4.0
119,Wake Forest,2020,4,4,5.77,37.0,6.1,31.6,0.402,0.43,0.529,0.556,1.62,0.0,6.67,6.67
120,Washington,2020,3,1,6.03,30.2,5.35,25.0,0.481,0.423,0.833,0.5,1.25,0.0,21.33,21.33
121,Washington St.,2020,1,3,5.86,27.0,6.69,38.5,0.392,0.481,0.429,0.857,-0.5,0.0,5.43,5.43
122,West Virginia,2020,5,4,5.51,26.8,4.77,20.4,0.407,0.394,0.524,0.625,0.33,1.0,2.75,2.75
123,Western Ky.,2020,5,6,4.58,18.8,4.99,24.1,0.317,0.395,0.586,0.562,-0.27,1.0,12.11,12.11
124,Western Mich.,2020,4,2,7.34,41.7,5.6,34.2,0.433,0.396,0.625,0.714,-0.5,0.0,5.0,5.0
125,Wisconsin,2020,3,3,5.0,22.3,4.76,15.7,0.393,0.254,0.364,0.143,-0.5,0.0,4.29,4.29
126,Wyoming,2020,2,4,5.47,26.5,4.93,21.0,0.303,0.362,0.5,0.0,0.17,0.0,7.11,7.11
0,Air Force,2021,10,3,5.81,31.0,5.23,19.8,0.449,0.401,0.78,0.4,0.46,1.0,2.62,2.62
1,Akron,2021,2,10,5.22,19.8,7.19,39.5,0.38,0.542,0.452,0.7,-0.42,1.0,8.87,8.87
2,Alabama,2021,13,2,6.54,39.9,4.77,20.1,0.52,0.311,0.5,0.548,0.6,1.0,6.08,6.08
3,App State,2021,10,4,6.3,34.5,5.27,22.1,0.36,0.342,0.649,0.375,-0.29,1.0,4.08,4.08
4,Arizona,2021,1,11,4.91,17.2,5.89,31.4,0.321,0.374,0.643,0.5,-1.42,0.0,8.35,8.35
5,Arizona St.,2021,8,5,6.22,28.4,4.97,20.8,0.447,0.372,0.643,0.5,0.0,0.0,5.6,5.6
6,Arkansas,2021,9,4,6.37,30.9,5.41,22.9,0.368,0.335,0.632,0.6,0.46,0.0,7.67,7.67
7,Arkansas St.,2021,2,10,5.44,25.2,7.22,38.6,0.328,0.414,0.294,0.846,-0.33,0.0,3.5,3.5
8,Army West Point,2021,9,4,5.62,32.8,5.78,22.3,0.466,0.404,0.732,0.355,0.62,2.0,5.0,5.0
9,Auburn,2021,6,7,5.81,27.8,5.29,21.8,0.402,0.358,0.565,0.37,0.08,0.0,4.12,4.12
10,Ball St.,2021,6,7,4.98,24.1,5.89,28.4,0.399,0.401,0.524,0.524,0.54,0.0,4.0,4.0
11,Baylor,2021,12,2,6.32,31.6,5.15,18.3,0.421,0.343,0.629,0.607,0.93,0.0,3.67,3.67
12,Boise St.,2021,7,5,5.26,29.2,5.46,19.0,0.442,0.379,0.375,0.4,0.58,0.0,7.15,7.15
13,Boston College,2021,6,6,5.37,24.7,5.44,22.2,0.394,0.345,0.522,0.458,-0.08,1.0,12.47,12.47
14,Bowling Green,2021,4,8,4.89,21.4,5.29,30.7,0.341,0.413,0.333,0.4,0.17,1.0,6.81,6.81
15,Buffalo,2021,4,8,5.42,28.8,6.34,29.9,0.46,0.388,0.583,0.7,-0.58,0.0,9.92,9.92
16,BYU,2021,10,3,6.78,33.1,5.74,24.7,0.459,0.43,0.615,0.654,0.85,0.0,7.47,7.47
17,California,2021,5,7,5.91,23.8,5.31,22.2,0.407,0.464,0.31,0.5,0.83,0.0,9.42,9.42
18,Central Mich.,2021,9,4,5.95,32.3,5.58,25.8,0.372,0.298,0.586,0.438,0.08,0.0,6.46,6.46
19,Charlotte,2021,5,7,5.87,27.2,7.14,34.0,0.4,0.444,0.629,0.625,-0.42,0.0,2.75,2.75
20,Cincinnati,2021,13,1,6.73,36.4,4.47,16.9,0.395,0.338,0.6,0.514,0.86,0.0,1.53,1.53
21,Clemson,2021,10,3,5.17,26.3,4.44,14.8,0.371,0.34,0.529,0.417,0.15,1.0,3.7,3.7
22,Coastal Carolina,2021,11,2,7.74,40.9,5.28,21.6,0.538,0.36,0.769,0.448,0.15,0.0,0.0,0.0
23,Colorado,2021,4,8,4.37,18.8,6.06,26.7,0.323,0.431,0.316,0.421,0.5,0.0,10.71,10.71
24,Colorado St.,2021,3,9,5.48,23.7,5.46,28.2,0.406,0.365,0.4,0.647,-0.42,0.0,13.29,13.29
25,Duke,2021,3,9,5.37,22.8,7.12,39.8,0.424,0.48,0.379,0.692,-0.58,0.0,8.5,8.5
26,East Carolina,2021,7,5,5.78,29.7,6.0,25.8,0.346,0.322,0.703,0.647,-0.08,2.0,4.38,4.38
27,Eastern Mich.,2021,7,6,5.44,30.2,6.28,30.0,0.417,0.436,0.483,0.476,0.31,2.0,4.53,4.53
28,FIU,2021,1,11,5.87,20.3,6.68,39.7,0.327,0.461,0.4,0.75,-1.17,0.0,10.92,10.92
29,Fla. Atlantic,2021,5,7,5.75,25.4,5.83,25.8,0.429,0.318,0.417,0.556,0.33,1.0,9.88,9.88
30,Florida,2021,6,7,6.6,30.7,5.48,26.3,0.414,0.358,0.538,0.409,-0.62,1.0,9.2,9.2
31,Florida St.,2021,5,7,5.79,27.6,5.18,26.5,0.346,0.404,0.292,0.478,0.08,0.0,8.83,8.83
32,Fresno St.,2021,10,3,6.34,33.4,5.26,20.5,0.426,0.344,0.533,0.35,0.15,0.0,7.2,7.2
33,Ga. Southern,2021,3,9,5.04,20.2,6.44,31.4,0.353,0.379,0.429,0.421,-0.58,1.0,8.71,8.71
34,Georgia,2021,14,1,6.98,38.4,4.16,10.2,0.448,0.356,0.571,0.406,0.2,0.0,10.0,10.0
35,Georgia St.,2021,8,5,5.63,28.2,5.45,27.1,0.419,0.444,0.556,0.517,0.46,0.0,5.4,5.4
36,Georgia Tech,2021,3,9,5.61,23.8,6.61,33.5,0.354,0.452,0.435,0.6,-0.17,0.0,10.2,10.2
37,Hawaii,2021,6,7,5.9,28.8,5.75,31.4,0.356,0.462,0.25,0.381,-0.23,1.0,10.33,10.33
38,Houston,2021,12,2,5.92,35.9,4.92,20.4,0.421,0.257,0.667,0.433,0.64,3.0,7.14,7.14
39,Illinois,2021,5,7,5.01,20.2,5.22,21.9,0.38,0.353,0.357,0.722,0.58,1.0,3.7,3.7
